title,context,price,upload_date,location,status,imgUrl,url
아이폰15프로맥스 케이스티파이,"아이폰 15프로맥스 케이스티파이 팔아요~!
기종을 변경하면서 케이스가 필요없게 됐어요!
그냥 두기에는 아깝고 선물 받은지 얼마 안 돼서
거의 새거인데 핸드폰을 한번 떨어트리면서 기스가 많이 나서 싸게 팔아요! 정품 온라인에서는 83000원으로 판매중입니다!",40000,2024.06.05,수원시 영통구 매탄2동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/6be9b42a08f6dcf5c7b796bfa4c7d95112d714b071c06ca51fd3b5cad8c5b244.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780831355
"
아이폰13 미니 128기가,"아이폰13 미니 128기가 제품입니다.
예쁜 베이비핑크 색깔이고, 외관은 방금 산 것처럼 엄청 깨끗합니다.
액정, 뒤판, 모서리등에 생활기스 조차도 없습니다.
조금 아쉬운 점이 배터리 효율이 80%라는 것과
카메라멍이 아주 살짝 있다는 점입니다. 카멍은 진짜 눈 크게 뜨고 뚫어지게 봐야 보일정도예요~",330000,2024.06.05,수성구 신매동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/235e55513dab37dfcf55f811c33ebfb9083b8b2140f439edc82cf6d5a5db4f89_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780831931
"
아이폰13PRO 투명케이스,"휴대폰 기기를 변경하게되면서 판매합니다.
아이폰 13PRO 투명케이스
아폰케 크리스탈 하이브리드 투명케이스
튼튼한내구성, TPU+강화유리
2개 5,000원
7개 15,000원",15000,2024.06.05,청주시 상당구 중앙동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/14f13f152326bc3667c5ffebf05b2bd9c3a518216e488a20b28b5a030a4456ce.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780831998
"
아이폰 8 64G 팝니다 (배터리100%),"아이폰 8 64G 팔아요
배터리 성능 100%이고 위쪽 상단에 살짝 깨짐 있습니다
인덕원역 직거래합니다",170000,2024.06.05,의왕시 포일동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/e130ac9fee39acf2c75721ca24f09cea740f3994cef78f2ee6159663981f22eb.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780832103
"
아이폰14 128GB 엘로우 판매합니다.,"아이폰14 128GB 엘로우 판매합니다.
색상 엘로우 색상이며, 용량은 128GB 입니다.
제품상태 배잴부분 살짝 스크레치외 이상없습니다.
새로구입한 강화유리필름 케이스 같이 드리겠습니다.
현제 정상해지 공기계 상태로 확정기변 사용 가능합니다.
모든 통신사 구분없이 유심장착하여 개통사용가능하십니다.
연락주세요:D",650000,2024.06.05,남양주시 다산동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/2b88d7a0328585a55fb9351949c561cb6733998e373a2df2e9d50985ef4fd958.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780830047
"
아이폰 14 프로 맥스 512 기가,"배터리 상태 88%
청주 직거래 가능합니다
512 기가
자급제 x
네고 ㅇㅇㅇ",1100000,2024.06.05,성동구 행당동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/dc3daaddbead2b43098704b7530423299b343a8681438ac6e2dfca731a139ade.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780830267
"
아이폰15플러스 케이스 구매합니다!!,광안역이나 수영역 근처 가지러 갈수있습니다 연락주세요!!!,,2024.06.05,수영구 광안제1동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/b9eb9a8524bff1b2336ffa849e3393b8a8d3e5cad7c9e6a2598a9b42c158aa8c.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780830444
"
아이폰14폰케이스,"하나에 5000 이에요
2번째랑5번째는 팔려ㅛ어요!!ㅠㅠㅠ",5000,2024.06.05,경산시 진량읍,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/363775c02daaab9efe7c9d52c015f69863961c21645e34b09c208fed0289ed0a.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780830446
"
아이폰13pro 케이스,"개당 가격이 틀려요~
편하게 문의주세요~",5000,2024.06.05,시흥시 정왕동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/2bebfb40b1a4823cf873806527bd19f4b3f09ba5abe16bf7fde01aa90711e224.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780830458
"
아이폰XR 64기가 상태확인,"정상해지
배터리78프로
화면 하단에 엘시디 줄 가잇는데 터치이상 전혀없음",120000,2024.06.05,평택시 고덕동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/63fb06e032a9403b6b3b03b1670d6267ed6ea2de2295bb614d9eebe32627191d_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780831036
"
아이폰 se 로즈골드,64기가입니다 사비로 배터리 사설 수리 맡겼어서 성능 100이에요! 작동 이상이나 하자 없고 궁금한 점 있으시면 메시지 주세요 아이폰 7을 들여와서 안 쓰게 되어 판매합니다 (쿨거 시 에눌 가능),150000,2024.06.05,은평구 불광제1동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/ed9b14f0072f2a20cdf598247980c64823df4edff2c79f1a3cc9ea3c802bf205.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829502
"
아이폰15프로 128기가(미사용함),"★가격: 119만원 네고불가
★제품:아이폰15프로  128기가(상태좋음)
★상태 :정상해지 공기계이며 선약가능함
 최초개통일은 24년03월4일이였으며,
모든부분 정상작동되며 액정에 잔상 번인
없으며 생활기스도 전혀없이 깨끗합니다
통신3사 알뜰폰 사용가능하며 최초 통신사
유플러스로 개통되었으며 유심기변가능함
구매후 원하시면 기존에 사용하시던 폰은
매입도 해드립니다~~
                                                   
★거래 : 직거래는 인천구월동 모래내시장쪽에서 가능하며 9시이후에는 서창동 청광플러스 입구쪽에서도 가능합니다",1190000,2024.06.05,남동구 구월동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/1c419ee54594c6da16ad04633db7119542577172b1d0df405b69b6747be73893_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829600
"
아이폰14 128GB 엘로우 판매합니다.,"아이폰14 128GB 엘로우 판매합니다.
색상 엘로우 색상이며, 용량은 128GB 입니다.
제품상태 배잴부분 살짝 스크레치외 이상없습니다.
새로구입한 강화유리필름 케이스 같이 드리겠습니다.
현제 정상해지 공기계 상태로 확정기변 사용 가능합니다.
모든 통신사 구분없이 유심장착하여 개통사용가능하십니다.
연락주세요:D",650000,2024.06.05,광진구 구의제3동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/ddfbd230d6c4786dfa9888bc0fba1a5cbc7df682c15edbceb808354cc126ff76.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829698
"
아이폰 15pro 네추럴 128 자급제 미개봉,아이폰 15pro 네추럴 128 자급제 미개봉,1300000,2024.06.05,강서구 화곡동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/eea6cc57aad4a6391024a9dfec4db3044f993106a0c2aeef6b15ec34ed59f92f.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829735
"
아이폰 12프로 그라파이트 256gb,"베터리 효율은 84% 이고
강화유리 붙어있고 맥세이프 케이스랑
맥세이프 카드 지갑도 드릴게요!
찍힘과 기스가 살짝 있어서 저렴하게 올렸습니다
@6월 9일 부터 거래가능합니다!@",490000,2024.06.05,수원시 영통구 영통2동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/8b7a44e014cf7a43c737ff6331c15853d1c1cacb294864b3a804da007f129d8f_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829761
"
아이폰12ProMax Otter Box,"아이폰12 ProMax
아시는분 + 필요하신 분 🖐️",20000,2024.06.05,남해군 창선면,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/b58c4d2f681e695ec6c386893321e0b9149108103569c5127c1d79ebb4632a7e.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780828613
"
iphone 14 promax 128gb,Iphone 14promax 128gb 110만원,110,2024.06.05,제주시 한림읍,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/c406b5c6cb8503c5aa3fd16236ca656eec1f8f609245285e04b844418b0d7d72_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780828795
"
아이폰 13프로 128기가 시에나블루 팝니다,"수리이력없고 상태 좋습니다
배터리는83프로입니다
빈박스필요하심 함께드릴께요
파손고장 없습니다
오리지날 그대로입니다",580000,2024.06.05,파주시 탄현면,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/c639cd1d995f849e7a07c9b488ea1dbe03c33bfaf74282eb01bda8ba71574a55.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829038
"
아이폰 XR 128gb. S급,"**아이폰XR. 128gb
**페이스아이디, 진동,카메라 모든기능정상
**전면 강화유리필름 장착
**찍힘이나 기스 거의 않보임 S급
**사설수리내역 없음
**배터리82%",220000,2024.06.05,관악구 난곡동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/a2abe92c71ab3bff771ee8efa40a7eee40988363f9a524284367b3442c3e7b47.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829039
"
아이폰 15 pro 자급제 128 블랙 티타늄 미개봉,아이폰 15 pro 자급제 128 블랙 티타늄,1300000,2024.06.05,강서구 화곡동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/ee7f7521d5452d6eaf11a624fa464343c9867589d6c9308d17aabe1baa750979.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780829275
"
"아이폰13/128기가,256기가/화이트,블랙/미개봉팝니다","아이폰13/256기가/화이트/미개봉팝니다 75만원
아이폰13/128기가/블랙/3대팝니다 대당65만원
가개통휴대폰입니다
사용하시는데 문제없습니다",750000,2024.06.05,용산구 이촌제1동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/d581eb373c7339860fcd5fcaa725447adbddbe274c338982702b777ac02735e2.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780828249
"
아이폰 SE2 액정파손,아이폰 se2 액파 64GB 판매합니다. 배터리 효율 77%입니다 사진에 보이시는 깨짐 외에는 하자 없고 기능들 정상작동 합니다!!,85000,2024.06.05,김해시 활천동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/122b4755ee93869cdcbd56f303b2dddc2e2ca6c236fdaf78b98599c161533ede_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780828302
"
Apple 애플 아이폰 15 프로 맥스 1TB 블랙 티타늄 자급제 신품급,"Apple 애플 아이폰 15 프로 맥스 1TB 블랙 티타늄 자급제 신품급
국내 정품 자급제폰 / Promax
구입후 사진 촬영 소품으로 사용후
전원도 몇번,안켠..
실사용을 안 한거라서...
무상 기한 2024년 12월 이고
배터리 효율100/ 사이클 0 (제로)
기스 . 수리이력등 특이사항~절대 없음
업로드한 사진으로 확인 부탁 드립니다.
그외 문의 주시면,,,제가 아는선에서는 답변 드립니다.
교환신청 안받습니다.....",1800000,2024.06.05,노원구 상계2동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/aca0ebe03528314e1f73f7d6484459281e3b9b89bf96eebf7f3ea4829b3cb1cf_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780828460
"
아이폰12 128G 팝니다,"아이폰12, 128G 배터리성능 76% 남음",300000,2024.06.05,포항시 북구 흥해읍,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/a7f3c978c171a1e794bb4f435413ada704945aeb6febffc2aeec1fb399d4fe46.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780828473
"
아이폰케이스12미니,"연락주세요~
새상품이에요 아이폰 12미니",2000,2024.06.05,남양주시 호평동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/efc23c9c7d0aec311f470949776448925ad18641740ab66d9fc6b563de47febe.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827356
"
아이폰11프로256 공기기 베터리94프로 판매,"수리이력없이 공기기입니다
베터리효율94프로
액정과뒷판기스없고 프레임기스
선택약정가능
작동 이상무
Uag케이스드립니다
빠르게팝니다",430000,2024.06.05,북구 침산3동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/2cb62cd905ad24e0f46299ac3e1a3d3c4f9ff18d5a231ff94f4346d0fef3e997.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827556
"
아이폰 14 PRO 128기가 블랙 자급제,"이이폰 15 프로 블랙 128기가 판매합니다.
테두리, 카메라 렌즈쪽 찍힘 살짝 있구요.
화면 왼쪽 밑 검정 점 있습니다.
배터리 성능 88퍼
최대한 내고 맞춰드리겠습니다. 연락주세요.",700000,2024.06.05,전주시 덕진구 송천동2가,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/4a10ed190402db07a22966ab72e990f7a1bef10b839ac8152a87d10555d70ecd.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827565
"
아이폰8플러스 64g,"아이폰8플러스 64기가
보호필름 붙어있어요 액정 파손 아님
생활 잔기스 미세하게 생활 찍힘 살짝
기스 찍힘 표시도 잘안나고 새폰처럼 상태 A급입니다
중고인만큼 예민하신분은 그냥 패쓰 해주시고
상태확인하고 거래 하셔도 좋습니다 사진에 나와있는거처럼 풀박스구성이고 충전기선은 사용감많습니다 보호필름이랑 충전기선 예비용 한개더 챙겨드려요
거래장소는 내흥동 직접오셔야 됩니다
사실분만 연락주세요",190000,2024.06.05,군산시 수송동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/0e5f9a2fdcd3436e934746fa28660aeba9c6b62455fde6ea0cd937ce02dedf58.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827844
"
아이폰12프로 256기가 베터리88% 팔아요~!,"아이폰12프로 256기가 블루색상 판매합니다~!
외관상태 사진과 그대로 큰하자없이 깔끔하구여~
세컨폰으로 사용하던거라 베터리상태 88프로로
아주좋은상태 유지중입니다!
기능하자나 잔상 일체없습니다~
직거래 서현역에서 가능하고
에눌은 불가합니다 ㅠ",470000,2024.06.05,성남시 중원구 여수동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/e6b1da2672f883e233a8582dc7a5553ce0075393b227fb554002468ba54ca24f.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827880
"
아이폰8 64GB,"사용감 및 찍힘 있습니다 서브폰으로 사용하시거나 사진용으로 쓰실 분들 추천드립니다
실사용에 문제는 없지만 배터리 성능이 낮아 배터리가 빨리 닳어요
네고 가능
무리한 네고 무시할게요",120000,2024.06.05,진주시 이현동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/dca1021396da14503b58f1a141f88a69ee1f25b0a4122bbc4355b95433bb9290.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827916
"
아이폰11프로256 공기기 베터리94%팝니다,"수리이력없이 공기기입니다
베터리효율94프로
선택약정가능
작동 이상무
Uag케이스드립니다
빠르게팝니다",430000,2024.06.05,수성구 고산2동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/52fe0d4db740beb789e1d1a66cf7cb5ccc664d0c83e3e8fa125beb1b9047bde8.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780826250
"
Apple 아이폰 15 pro 네추럴티타늄 128GB 자급제폰,"Apple 아이폰 15 pro 네추럴티타늄 128GB 자급제폰
무상보증 기간 2025년 3월까지 !!!
배터리 100% 자급제폰
MTU3KH/A
싸이클 1회 !!! ( 기본 충전만 )
단순개봉품
궁금하신점 문의 주세요~",1220000,2024.06.05,노원구 상계동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/fc4f8fdacbeb5e0fd7777e43c774e9d8857095c7840d1fe6f967c24b28191e9d_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780826331
"
아이폰12미니 64기가 그린 정상해지,"정상 해지구요 20만원 입니다
색상은 그린 입니다
베터리 성능은 84% 입니다
상태는 생활기스 정도 있구요
액정에 살짝 기스 있어요",20,2024.06.05,북구 우산동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/4c4420fa7c9f02b6d0bb47958649df042ff027764166d21c1f902eaa641e3406_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780826572
"
아이폰 15프로 판매,배터리 성능99프로,1150000,2024.06.05,김해시 활천동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/3175e5c22904f0a889e98bc2bab89518510fdf7d33a9c520eefc1250052bbef0.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780826909
"
아이폰12 128,깨끗해요,310000,2024.06.05,남양주시 화도읍,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/aaee0e4485081082e0df16a552aaa0a4e877d17a5491121674b944ec89011c99.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827146
"
아이폰 15 사생활보호 필름,새 거 2개에 8000원으로 드릴게요,8000,2024.06.05,전주시 완산구 효자동3가,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/c8ce03c2497b0bbe8879a51090bf0cbd17b0a1aed732e5a6fe03203bd286e98b.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780827185
"
아이폰13 프로 256기가 블루 판매합니다(냉필),"아이폰13프로 256 블루 정상해지 공기계 판매합니다.
정상해지 된 제품으로 SK,KT,LGU,알뜰폰 사용가능합니다.
-외관 및 수리여부 안내
액정은 사설에서 교체하여 깨끗합니다. 교체 후 미사용상태.
사설에서 교체하며, 아이폰 정보란에 ""알수없는 부품""알림 메세지가 뜹니다.(사용상 문제 없음)
-액정쪽 테두라 기스가 좀 있고, 후면은 카메라링만 좀 기스 있습니다.
-배터리 성능은 87%이며, 각종기능은 이상없습니다.
(카메라, 페이스아이디, 충전, 버튼, 터치 등)
*카메라 인물촬영시에만 얼룩이 몇개 보입니다
일반사진 동영상(줌인 아웃)에선 안 나옵니다)
직거래는 화양동 7호선어린이대공원역 근처에서 가능합니다.",410000,2024.06.05,광진구 화양동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/ad0c06df589f6ed68d902a7624ee64735b746686b07e2ca0052ded103c79f01a_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824999
"
아이폰14프로 256 퍼플 85만원,"아이폰 14프로 퍼플색상 256풀박입니다
금액은 85만원 이고 거래는 안양 it 밸리 근처 가능 합니다
배터리 효율은 87프로 입니다",850000,2024.06.05,안양시 동안구 호계1동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/13563b8d2bf36b7d359c520dfec558a32825750dd2bfe61ea73b1cbf477be4ee_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780825141
"
아이폰se2 128gb 레드 89% 싸게 팔아요!! 128기가,"메인이 아니고 집어서 서브업무용으로만 사용해서 상태 좋습니다
액정 기스 아예없고 외관도 깨끗한 편입니다
사진 보시면 자잘한 생활까짐만 한군데 있고 다 깨끗합니다
배터리효율도 높고 잔상이나 기능 안되는것도 없습니다
폰만있고 직거래 원합니다!
아 자급제로 구매했던거라 통신사 유심 상관없이 다 됩니다",170000,2024.06.05,영등포구 영등포동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/bde8a4432de6c1cce696d5608f7639a56d0b09f23e55cb8c1f4376deb447cd3b_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780825162
"
아이폰7플러스,"아이폰7플러스
128GB
배터리효율100%
상태S급
하자는 왼쪽아래찍힘밖에 없어요",180000,2024.06.05,중구 영종1동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/15f5c7eeeb5a6206a995bad94fda964430b665febaedda6721f19d0d0b8c5a19.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780825510
"
아이폰 12/12pro 투명 케이스,"포장 안 뜯은 새상품입니다
🤍편하게 연락 주세요🤍",3000,2024.06.05,수원시 영통구 이의동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/84c8f5c3c8b230f906e67c5dabf29e7cb7c5f45f52ea4dd81d1e4a598de1acb6.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780825767
"
로렌텍 아이폰 고속충전기 새제품 팝니다,"로렌텍 아이폰 고속충전기 새제품 직거래 팝니다.
- 아이폰 호환 케이블 pd to c 8핀 2m 포함.
쿠팡에사 1.49만원에 판매중이네요
(운영 정책에 의한 URL 자동 숨김)",10000,2024.06.05,춘천시 동면,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/142cc83215b45fecf2bb9e9c9a931fe9318d709549ae7a53bf9700a054749b94_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780826106
"
아이폰15PRO 케이스 미사용 새상품 네고는 내용끝까지,아이폰15프로 케이스입니다 새상품입니다 2.5만짜리 만오천에 팝니다 만원할인이니 네고는 죄송합니다 바로 사실분 6:30분 전에 말씀해주시면 가져다 드릴수 있고 이후는 오셔야합니다 아 만나면 맘이 약해지는 .. 말씀만 잘해주시면 (만나서) 3천정도는 ㅠ,15000,2024.06.05,경주시 황성동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/e365683e1e71e8e1c54d689e371244d15d4b26601442928e81e075e5c15aad57.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824370
"
아이폰8 배터리성능 100퍼,"배터리 사설수리 후 바로 판매합니다 !
배터리성능 100%입니다
생활기스 조금밖에 없어서 깨끗합니당
케이스 안쓴거 있어서 쿨거래하시면 같이 드릴게요",200000,2024.06.05,천안시 서북구 두정동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/2bc26ef04e121504fce62d9d8d061cccd74ba4bff8443aff74475b1ca56c0da8.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824418
"
아이폰12미니 128. 84% 깨끗합니다,"잔상없이 깨끗한 📱 입니다
수리이력없는 자급제폰으로 바로사용 가능합니다
밧데리 상태 84%로 아직까지는 쓸만합니다
사진상 예쁜 케이스 드려요
문의 많이 주세요^^",270000,2024.06.05,마포구 망원동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/fa9629cf6dbfe19bac9b5f83f23d9d869a687a0292cdebbde768d4e981680259_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824604
"
아이폰 13 폰케이스 판매,"잘 쓰다가 폰케이스 많아서 판매해용 겨울에 샀는데
여름이 쓰면 이쁠것 같아요 ㅎㅎ
반값택배는 2500원 추가
직거래는 광창마을 씨유에서 합니다",8000,2024.06.05,과천시 과천동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/e115f22f1ae0678c3db2ea2769431e85639c05ef82ece88c95447cf362413382.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824737
"
아이폰se3 128GB,"아이폰se3 128GB 입니다.
상태는 깨끗합니다. 밧데리효율 83% 입니다. 본체뿐 입니다.
상태는 깨끗합니다만A급은 아닙니다. 케이스에 끼워서 사용했음.",180000,2024.06.05,중구 대신동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/482fd21f7cdcfc3801d148a41a5231c3c65950190ce6876f4b577a899cc7fea5_0.webp?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824802
"
아이폰 12미니 판매합니다,"상태는 엄청 좋은 편은 아니구요 사진에서 보이는 그대로 입니다 스크린쪽은 필름 바꾸면 깔끔할것 같구요 배터리 성능상태는 74%입니다
맥세이프 투명 케이스까지 같이 드릴게요",300000,2024.06.05,창원시 진해구 경화동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/f8079dd9b295db5c702426ccde236335303144800a2cc306d49779917e58e094.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824946
"
아이폰15 프로 맥스 256 내츄럴 티타늄 자급제 미개봉,자급제 미개봉 새상품입니다,1550000,2024.06.05,강남구 개포3동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/4c5f4982014e2b3fbc96eb561a76f836ca92e596d80118207ff7df4158639a23.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780823947
"
아이폰12프로 그레이파이트 128기가,"생활기스 조금있습니다.
액정은 필름이 금갔을뿐 액정은 정상입니다.
외관상태는 매우 좋아요
배터리 성능 79퍼 입니다~
페이스아이디 인식오류 있습니다 참고해주시길 바랍니다.",340000,2024.06.05,강서구 명지1동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/d90214a7188cd234642a7dd98df8a9ad4cb6e7134f073c480c2f51e83a079717.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824316
"
아이폰8,"아이폰8
배터리 성능 79%
64기가
후면 카메라 고장
- 화면이 보이기는 하는데 엄청 흔들려요
셀카모드는 잘 나와요!
전원버튼이 살짝 아주 살짝 잘 안 눌리지만 그래도
작동 잘 됩니다",60000,2024.06.05,동구 용운동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/febc1b3c34926d6b6d529dc963e688e4c5f647626a4754d88b93e6f86185df06.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780824368
"
아이폰 14프로 케이스 + 그립톡,오른쪽 상단 까짐 있어요 ~,10000,2024.06.05,제주시 노형동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/8d98fe7bff575357b4ead21eba6e9ae8a78af14d3c61a62b798e8e3f53c017d7.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780822561
"
아이폰 X XS 케이스,"아이폰 X, XS 케이스 판매합니다!
케이스 좋아해서 여러개 사놨는데 폰을 바꾸게 되어 판매합니다
노란색 표시해둔 제품들은 상태가 새상품~최상입니다
나머지 제품들은 사진과 같이 변색있습니다
나눔아님
찔러보기 안받습니다 구매문의 해주시고 잠수타시는 분과도 거래 안해요
시간맞추기가 어려워 비대면 거래 선호합니다~
구매하실분만 연락 부탁드리며 구매 안하시게 될 경우에는 다른분들을 위해 말씀부탁드립니다",1,2024.06.05,강북구 송천동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/e23950fea028da34dbf4b8fa81165e23cbf65a73dd71c5fbfe71794570f1cad9.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780822694
"
아이폰 XS 256 GB 판매합니다,"기종 : 아이폰 XS
용량 : 256기가
색상 : 스페이스 그레이
배터리성능 : 83%
배터리 애플정품 교환했었으며, 오른쪽 모퉁이 스크래치 있음
카메라 멍현상 살짝 있음",250000,2024.06.05,창원시 성산구 대방동,0,https://dnvefa72aowie.cloudfront.net/origin/article/202406/6783718978e6064c3904f5de12e66a6bfb46615ccd48c52c6890d266141f87b8.jpg?f=webp&q=95&s=1440x1440&t=inside,"https://www.daangn.com/articles/780822747
"
