title,context,price,upload_date,location,status,imgUrl,url,condition
맥북 에어 2022,"로직 작곡용으로 사용한 노트북입니다 작곡 그만두게 되어 판매합니다 작곡할때만 사용하여 사용감 적습니다

충전기만 없음

!!!직거래 제주도 제주시!!!

돈 급해서 안전결제 안받습니다",1300000,2024.05.00,제주특별자치도 제주시 화북동,1,https://media.bunjang.co.kr/product/260393991_1_1714715977_w856.jpg,https://m.bunjang.co.kr/products/260393991?original=1&content_owner=81966023,사용감 적음
맥북에어M2 13인치 256기가 미드나이트,"안녕하세요.
맥북에어m2 13인치 256기가 미드나이트 판매합니다.

구성품: 본체 및 구성품 포함 풀박스
배터리: 사이클 29, 성능상태 100%


*필요하신분은 오피스365 / 패러럴즈 (윈도)
 설치가능하니 거래 전 말씀해주세요

사놓고 종종 조금씩 사용하다 필요없어 판매해요.
베터리 및 제품 외관, 액정 스크래치 없습니다.
상태는 정말 좋으며, 다른 부분 사진 필요하시다면 
찍어서 보여드립니다.

가급적이면 직거래로 제품 보시길 권장합니다
택배거래는 선입금, 노 리턴 조건으로만 진행해요.


직거래 위치: 서현역",899000,2024.05.12,경기도 성남시 분당구 서현1동,1,https://media.bunjang.co.kr/product/263080309_1_1715481911_w856.jpg,https://m.bunjang.co.kr/products/263080309?original=1&content_owner=30482,사용감 없음
[미개봉] 맥북에어 13인치 M3 미드나이트 급처,"[미개봉] 맥북에어 13인치 M3 미드나이트 기본형
미개봉 새상품 급처 합니다!

사양
MRXV3KH/A
맥북에어 13인치
M3 8=0, 8GB Ram, 256GB

급전이 필요하여 급하게 판매를 하게 되었습니다.
약간의 네고도 가능하오니 많은 연락 부탁드립니다.
택배는 선입금 착불 가능하고 직거래는
원흥역,삼송역에서 가능하고 서울 지역은 주중에 
종로3가,교대역,삼성역에서 가능합니다.",1300000,2024.05.19,경기도 고양시 덕양구 삼송2동,1,https://media.bunjang.co.kr/product/262409783_1_1715617650_w856.jpg,https://m.bunjang.co.kr/products/262409783?original=1&content_owner=83034500,새 상품
맥북 에어 m1 16gb 512기가 + 로직 프로 계정,"맥북 에어 2020년형 M1 16GB 512스토리지입니다
사진 확인하시면 되고 필요하시면 로직 프로 있는 계정도 같이 드립니다.
음악 작곡 입문하려다 적성에 안맞아서 판매합니다.
상태는 케이스 사용해서 S급이고 직거래 희망합니다.
원하시면 택배도 가능해요
충전기 사진엔 없는데 포함이고 케이스 필요하시면 같이 드립니다.
거래는 문래역, 영등포역 희망합니다",1100000,2024.05.19,-,1,https://media.bunjang.co.kr/product/263730257_1_1715929452_w856.jpg,https://m.bunjang.co.kr/products/263730257?original=1&content_owner=8584953,사용감 없음
맥북 에어 15 16gb 스타라이트(영문자판) 풀박,"작년 8월 에 구매후 

웹서핑 용도로 사용하다 자주 사용하지 않게 되어 판매합니다 

16gb 256 gb 모델이고요 스타라이트 색상입니다 

구성은 풀박이고요 추가로 70w 애플 정품 충전기 드립니다 (기본은 35w) 

*원하시면 프리미어 프로 , 파이널컷 , 로직프로등 사용하시기 편하시게 무료로 프로그램 설치 해드립니다 

직거래는 남양주 금곡역에서 하고요 
택배 거래는 우체국으로 당일 발송 처리해드립니다 


감사합니다",1349900,2024.05.19,경기도 남양주시 금곡동,1,https://media.bunjang.co.kr/product/261650930_1_1715781225_w856.jpg,https://m.bunjang.co.kr/products/261650930?original=1&content_owner=11411662,사용감 적음
맥북 에어 M1 16램 512SSD,배터리 상태 88프로입니다. 외관 상태 나쁘지 않습니다. 직거래 가능합니다,850000,2024.05.12,경기도 고양시 일산동구 정발산동,1,https://media.bunjang.co.kr/product/262672798_1_1715423193_w856.jpg,https://m.bunjang.co.kr/products/262672798?original=1&content_owner=4488948,사용감 적음
맥북에어 M3 16G 512GB 단순개봉,맥북에어 M3 15인치 16G 512GB 단순 개봉 기기 및 정품가죽슬러브(16인치용)같이 드립니다. 크고 무거워서 13인치로 갈아타려고 판매합니다. 부천지역 직거래 가능합니다 연락주세요,1950000,2024.05.12,경기도 부천시 오정동,1,https://media.bunjang.co.kr/product/262660177_1_1715212410_w856.jpg,https://m.bunjang.co.kr/products/262660177?original=1&content_owner=80594291,사용감 없음
맥북 에어 m1 13인치 골드/8G메모리 (마우스랑노트북가방드림),"거의 새 상품인 맥북에어 2021년형입니다.
익숙하지 않아서 집에 모셔놓고 10번도 안 쓴 것 같아요… 
큰 마음 먹고 당근에 올립니다. 

다른 구성품은 다 있고, 박스만 없어요.
기스 없이 거의 새 상품입니다.
magic mouse, 노트북 가방 같이 드려요.
성능은 사진에 있습니다",1300000,2024.05.26,경기도 구리시 수택1동,1,https://media.bunjang.co.kr/product/264094400_1_1716206901_w856.jpg,https://m.bunjang.co.kr/products/264094400?original=1&content_owner=75021093,사용감 없음
고장난 맥북 에어 팔아요,"맥북 에어 (M1, 2020)입니다.
따로 기스 없고 화면만 나갔습니다.
배터리 성능 93%에 따로 궁금한 점은 채팅 해주시면 알려드릴게요!",330000,2024.05.00,-,1,https://media.bunjang.co.kr/product/262944603_1_1715319510_w856.jpg,https://m.bunjang.co.kr/products/262944603?original=1&content_owner=83281007,고장/파손 상품
S급 맥북에어 M2 15인치 급처합니다,"맥북에어 15인치 M2 모델 스타라이트입니다.
사용감 아예없고 문서작업만 하다가 윈도우 피씨로
변경하게 되어 판매합니다.
풀박스에 풀구성입니다. 
편하게 연락 주세요",1300000,2024.05.19,서울특별시 강서구 화곡제3동,1,https://media.bunjang.co.kr/product/262575926_1_1715004780_w856.jpg,https://m.bunjang.co.kr/products/262575926?original=1&content_owner=2074767,사용감 없음
미개봉 맥북에어 M1 13인치 256GB 8GB 스페이스그레이,"박스채 새제품.
스페이스그레이.
택배비 포함.",910000,2024.05.19,경기도 광명시 광명4동,1,https://media.bunjang.co.kr/product/260819040_1_1715555700_w856.jpg,https://m.bunjang.co.kr/products/260819040?original=1&content_owner=3450960,새 상품
맥북 에어 m1 13인치,"구매한 후 거의 인테리어 소품으로 사용해왔습니다,,
효율 98%로 짱짱합니다.
정말 티끌같은 찍힘 하나있고요
구성은 본품, 충전케이블입니다
어뎁터는 집에있는 45w 시제품 사용해왔습니다.",650000,2024.05.00,-,1,https://media.bunjang.co.kr/product/262515140_1_1714976090_w856.jpg,https://m.bunjang.co.kr/products/262515140?original=1&content_owner=76910237,사용감 적음
미개봉 맥북에어 15 m3 미드나이트 기본형 팝니다,"애플 맥북에어 15인치 m3 미드나이트 색상
8코어 GPU 10코어 램8GB 35W
완전 미개봉 새상품이고 쿠팡에서 구매했습니다.
직거래 선호하고 택배거래도 가능합니다.
번개페이 가능합니다.",1500000,2024.05.19,부산광역시 부산진구 전포제1동,1,https://media.bunjang.co.kr/product/263325380_1_1715682525_w856.jpg,https://m.bunjang.co.kr/products/263325380?original=1&content_owner=6222127,새 상품
맥북에어 2016년 형,"오래 됐지만 
정상 작동 합니다",190000,2024.05.00,서울특별시 용산구 보광동,1,https://media.bunjang.co.kr/product/256655832_1_1710398506_w856.jpg,https://m.bunjang.co.kr/products/256655832?original=1&content_owner=1330396,사용감 적음
M2 맥북에어 15인치 미드나이트 S급,"사용감 거의 없습니다
비닐, 케이블, 충전기 풀박스구요
작년말 구매
번개페이로 합니다",1230000,2024.05.00,-,1,https://media.bunjang.co.kr/product/262841196_1_1715303087_w856.jpg,https://m.bunjang.co.kr/products/262841196?original=1&content_owner=77137493,사용감 적음
"M1 맥북에어 스페이스 그레이 램 16GB, 256GB","박풀입니다. 2022년 구매했고 애케플은 별도로 없습니다. 
사무실에서 업무용으로만 썼었고, 키보드도 따로 무선키보드 썼어서 거의 새거입니다. 
배터리 사이클 99이고 거의 충전만 하고 썼으며 제가 긍의하려고 수업 때 종종 빔 프로젝터 연결할 때만 배터리 사용했습니다. 
충전기는 기존 동봉된거보다 더 좋은 61W에 굵은 케이블로 된거 드리겠습니다. 
빠른 판매 원하는데 제가 군인이고 현재 영내에 있어서
이번주에 휴가 나가서 판매 가능합니다. 
직거래 장소도 서울 내면 다 가능합니다. 
합리적 네고 고려해보겠습니다.",750000,2024.05.19,서울특별시 광진구 중곡제3동,1,https://media.bunjang.co.kr/product/263197316_1_1715741805_w856.jpg,https://m.bunjang.co.kr/products/263197316?original=1&content_owner=5144855,사용감 없음
맥북에어15 / 매직마우스,"작년 10월에 구매한 맥북에어15인데 사용을 거의 안해서 판매해요
배터리 성능 100프로입니다
신품과 다름없다고 보심 됩니다
구성품 다 있습니다
Macbook air 15inch / M2칩 / 8GB통합메모리 / 512SSD / 제조연월 2023.7",1230000,2024.05.00,경상남도 창원시 의창구 팔룡동,1,https://media.bunjang.co.kr/product/262272635_1_1714974137_w856.jpg,https://m.bunjang.co.kr/products/262272635?original=1&content_owner=12758423,사용감 없음
맥북에어 M1 16GB 256GB 스페이스 그레이,"맥북 에어 M1 16GB 256 스페이스 그레이 입니다.
제조년월 2022년 05월/ 
사이클수 45, 배터리 성능 최대치 98%
보호필름 부착, 하부에는 케이스 끼워서 사용했고
상부는 안끼고 사용했으나 찍힘 전혀 없습니다.

구성품: 노트북, 충전기, 충전기 케이블, 매직마우스,
프라이탁 맥북 파우치. 풀박스로 드립니다. 전부 정품이에요.

신정네거리역 직거래 가능해요!
택배거래시 입금 확인후 우체국으로 발송해드립니다.",800000,2024.05.19,서울특별시 양천구 목5동,1,https://media.bunjang.co.kr/product/263206613_1_1715576001_w856.jpg,https://m.bunjang.co.kr/products/263206613?original=1&content_owner=4318538,사용감 없음
맥북에어 M1 13인치 로즈골드 판매,"맥북에어 m1 13인치 골드로즈 / 256GB / RAM8
배터리88프로
충전기.어뎁터 포함 
풀박아닌 풀박 밑에 상자만 있어요
기스 찍힘 없습니다. 사진 참고해주시고
초기화 완료했구요.  영문자판이라서 키보드가 깔끔합니다!",650000,2024.05.12,경기도 파주시 문산읍,1,https://media.bunjang.co.kr/product/262577634_1_1715426939_w856.jpg,https://m.bunjang.co.kr/products/262577634?original=1&content_owner=83042193,사용감 적음
맥북 에어 2020 13인치 M1 판매합니다.,"구매일 2022년 7월 입니다.
상태 정말 좋아요. 거의 사용 안했어요.
깨끗하게 잘 보관되어 있습니다.
풀박스로 맥북과 충전기 들었어요.
메모리 8GB
저장공간 256GB
사이클 9회
배터리 효율 100%
색상 스페이스 그레이",660000,2024.05.19,부산광역시 부산진구 부전제1동,1,https://media.bunjang.co.kr/product/263278383_1_1715582353_w856.jpg,https://m.bunjang.co.kr/products/263278383?original=1&content_owner=10834067,사용감 없음
M1 맥북에어 8C 8GB 256GB,"안녕하세요, M1 맥북 에어 기본형 풀박스 팝니다.

생활 기스 있고, 특이사항은 없습니다!
2차 구매자이며, 7개월 잘 쓰다가 기기 업그레이드의 욕심이 나서 팝니다.

강남구쪽에서 직거래 선호합니다!",550000,2024.05.19,-,1,https://media.bunjang.co.kr/product/263246434_1_1715559269_w856.jpg,https://m.bunjang.co.kr/products/263246434?original=1&content_owner=82151204,사용감 적음
상태최상 ) 맥북 에어 m2 15인치 8기가 512기가,"올 상반기 애플 학생할인으로 구매한 맥북입니다.
아무래도 윈도우가 익숙하다보니 손이 잘 가지 않게 되어 판매합니다.

기스나 흠집 일절 없고, 배터리 사이클 2인만큼 정말 거의 사용하지 않은 새상품입니다.
애플 케어는 가입되어 있지 않지만 기본 기기 보증 1년도 아직 유효합니다.
풀박 구성이에요! 충전기는 아예 사용하지도 않았습니다.

15인치라 넉넉한 화면에 기존 모델 대비 얇아진 베젤, 팬 돌아가는 소음 없이 아주 우수한 제품입니다😊


- 맥북 에어 m2 15인지
- 8기가 512 기가
- 배터리 사이클 2회
- 기스 파손 일절 없음
- 풀박스 구성 (구성품 사용x)


서울이나 경기 남부 지역은 제가 가져다 드립니다
오늘 점심 중 거래 시 140에 바로 거래 희망합니다.",1400000,2024.05.19,경기도 화성시 동탄4동,1,https://media.bunjang.co.kr/product/263246504_1_1715562996_w856.jpg,https://m.bunjang.co.kr/products/263246504?original=1&content_owner=2102384,사용감 없음
맥북 에어 15인치 m2,"집에서만 사용해서 상태는 보시는 것처럼 기스없이 깔끔합니다.

스펙
m2 8코어
10코어 gpu
256gb
8gb램

배터리
사이클 44
효율 100%

직거래는 석촌호수에서 가능합니다.
연휴 지나고 수요일 오후에 직거래 가능합니다.",1200000,2024.05.00,서울특별시 송파구 풍납2동,1,https://media.bunjang.co.kr/product/262282670_1_1714965536_w856.jpg,https://m.bunjang.co.kr/products/262282670?original=1&content_owner=83092818,사용감 적음
맥북 에어 M2,"이름 : 맥북 에어 M2 13인치 (미드나잇)
기가 : 8 
용량 : 256
사용감 : 없음
구매후 1-2회 넷플보다가 포멧하고 판매합니다..
사자마자 키패드 필름,보호필름 ,커버투명필름
구매후 사용했습니다.

가까운곳 가져다드려요.

구성품은
박스, 본체, 충전기, 마우스, 파우치 있습니다",960000,2024.05.00,인천광역시 남구 주안1동,1,https://media.bunjang.co.kr/product/261891451_1_1714548205_w856.jpg,https://m.bunjang.co.kr/products/261891451?original=1&content_owner=446195,사용감 없음
맥북에어 A2179 I5/8gb/256/13 인치 레티나,"맥북에어 a2179
I5
8gb
256

박스 아답터 구성품 모두 있음..",500000,2024.05.19,충청북도 청주시 상당구 영운동,1,https://media.bunjang.co.kr/product/263615478_1_1715839808_w856.jpg,https://m.bunjang.co.kr/products/263615478?original=1&content_owner=75770542,사용감 적음
맥북에어 m2 풀박스 급처합니다,"집에서 넷플릭스용으로만 가끔써서 판매합니다
하자 없고 , 상태 좋습니다.
맥북 에어 m2 풀박스 
배터리효율90
싸게 넘깁니다

직거래 우선
택배거래 (수령 후 네고,반품 불가) 뽁뽁이에 싸서 잘 보내드립니다(파손면책동의)",850000,2024.05.12,강원특별자치도 원주시 단계동,1,https://media.bunjang.co.kr/product/262881557_1_1715354563_w856.jpg,https://m.bunjang.co.kr/products/262881557?original=1&content_owner=82233848,사용감 없음
M2 맥북에어 실버 13인치 8G/256GB,"외관 사용감 거의 없으며 

배터리 100%입니다

박스 및 맥세이프 정품 케이블 등 구성품 있습니다

투명 케이스 (상태 깨끗함) 증정 드립니다",960000,2024.05.00,경기도 안양시 동안구 인덕원동,1,https://media.bunjang.co.kr/product/262664354_1_1715339437_w856.jpg,https://m.bunjang.co.kr/products/262664354?original=1&content_owner=702082,사용감 없음
맥북에어M2. 256기가 기본 스그,"맥북에어M2 256기가 기본 스그
힐링쉴드 10만 금액 전체 부착 디스플레이포함
상태좋음 배터리카운터 41
직거래 안양 명동",950000,2024.05.00,서울특별시 중구 명동,1,https://media.bunjang.co.kr/product/262848147_1_1715237945_w856.jpg,https://m.bunjang.co.kr/products/262848147?original=1&content_owner=792965,사용감 적음
맥북 에어 2020 13인치 M1 골드 풀박스 판매합니다.,"구매일 2023년 12월 입니다.
보증기간 2024년 12월 25일 까지 입니다.
거의 사용하지 않아서 상태 정말 좋습니다.
깨끗하고 잘 작동합니다. 사진색이 잘안나오던데 로즈골드 같은 색감입니다.
풀박스로 보관중입니다.
맥북이랑 충전기 있어요.
메모리 8GB
저장공간 256GB
사이클 41￼￼￼￼회
배터리 효율 100%
색상 골드",660000,2024.05.19,부산광역시 부산진구 부전제1동,1,https://media.bunjang.co.kr/product/263384339_1_1715666217_w856.jpg,https://m.bunjang.co.kr/products/263384339?original=1&content_owner=10834067,사용감 없음
맥북에어 M2 13인치 256g 스그,"작년에 사서 일년 정도 사용하고 군입대 때문에 판매합니다 케이스 파우치 사용해서 기스,하자 거의없어요 상태 아주 좋아요 배터리 용량은 99퍼이구요 충전기 다 들어있는 풀박스 구성입니다 급하게 파는거라 번개페이는 안해요 ㅠㅠ 쿨거래시 택포 파우치 드립니다",1000000,2024.05.00,-,1,https://media.bunjang.co.kr/product/262557584_1_1715143991_w856.jpg,https://m.bunjang.co.kr/products/262557584?original=1&content_owner=12088036,사용감 없음
애플 맥북 에어 m2 13인치 네이비 512g 8g,"너무 사용을 안래서 판매합니다

23년 구입하고 3시간도 안썼습니다

애플 맥북에어 13인치 m2 512g 8g 
베터리100% 사이클 1 입니다

트랙패드도 함께 드립니다

박스와 미사용 충전기 안에 담겨 있습니드",1100000,2024.05.12,충청남도 천안시 동남구 청룡동,1,https://media.bunjang.co.kr/product/261759486_1_1715388243_w856.jpg,https://m.bunjang.co.kr/products/261759486?original=1&content_owner=81388903,사용감 없음
맥북에어 m2 미드나이트 컬러 13인치? 입니다.,"m2 맥북에어 256GB/ Ram16GB미드나이트블루
gpu10코어짜리입니다.(8코어짜리 기본형아님)
화면크기 13인치 입니다.
23년 3월에 제조된 맥북입니다.
23년 6월부터 사용했어요
깨끗하게 사용했고 여는 부분에 사소한 찍힘 있습니다.(사진)(제 기준 크게 거슬리진 않아요..!)
베터리사이클 37회 효율97%입니다.
박스랑 안에 충전기 등 구성품 있습니다.
아이패드 이번에 새로나온걸로 구매하려고 내놓았습니다.
환불은 어려우니 보시고 천천히 심사숙고하셔서 구매하세요..! 
같은 스펙 공식홈페이지 가격 스크린샷 첨부했습니다.
다른곳에도 올렸는데 가격 맞춰서 조금 내려요..! 
그래서 네고는 안됩니다! 
직거래만 하고 있어요..! 감사합니다.",900000,2024.05.19,세종특별자치시 소담동,1,https://media.bunjang.co.kr/product/263220825_1_1715522567_w856.jpg,https://m.bunjang.co.kr/products/263220825?original=1&content_owner=83295036,사용감 적음
미개봉 새상품) 2024 맥북 에어 M3 팝니다,"저번달구매, 최근 출시한 M3 최신형 맥북에어 모델 스페이스 그레이 색상입니다

미개봉 새상품인만큼 당연히 하자랄게 없네요

수수료없는 계좌거래나 안전결제 번개페이 모두 가능하고
***글 판매완료로 바꾸기전까진 판매중상태이니 편하신 방법으로 결제하시면 됩니다. **

@@굳이 여기 구매하지 않더라도 매몰중 후기가 아예 없거나 번개페이 거부 돈급하다고 계좌이체만 요구하는건 높은확룰로 사기꾼이니 조심하세요. 카톡유도시 100프로)

요청시 실시간으로 사진 혹은 영상 찍어드릴수있으며,
직거래 속초,양양 이외 택배거래로 당일접수 해드리고 당연히 번개페이 안전결제 가능합니다.

기타 문의사항 번톡 남겨주세요 :)",1200000,2024.05.00,강원특별자치도 속초시 교동,1,https://media.bunjang.co.kr/product/262777580_1_1716258275_w856.jpg,https://m.bunjang.co.kr/products/262777580?original=1&content_owner=4163075,새 상품
맥북 에어 M2 미드나이트 13 256gb/8gb 팝니다,"맥북 에어 M2 미드나이트 13 8코어/8코어/256gb/8gb 팝니다!
충전 성능은 100%입니다.
겉흠집없고 거의 사용을 하지 않아 손타지 않은 제품입니다.
다만, 화면 가운데로 잘 안보이는 긁힘이 하나 있습니다.
이것때문에 가격을 내렸습니다.
사용중에는 잘 보이지 않습니다.
같이 들고다닐 수 있는 안전한 파우치도 함께 드립니다.
직거래는 낙성대역에서 가능합니다.
나머지는 택배거래 가능합니다.",850000,2024.05.19,서울특별시 관악구 낙성대동,1,https://media.bunjang.co.kr/product/263216020_1_1715621925_w856.jpg,https://m.bunjang.co.kr/products/263216020?original=1&content_owner=12422031,사용감 없음
맥북에어 m2 15인치 기본형,생활스크래치 있습니다.,1300000,2024.05.00,서울특별시 용산구 이태원제1동,1,https://media.bunjang.co.kr/product/262635686_1_1715067134_w856.jpg,https://m.bunjang.co.kr/products/262635686?original=1&content_owner=1500136,사용감 적음
맥북에어 M1 실버 급처합니다,"2020 M1 맥북 에어 실버 (박스 없어용)

성능 최대치 99%고 상태 너무 좋아용

보호필름 다 붙어있어요 파우치도 있어요

메모장 용도로만 사용해서 처분합니다.

C to hdmi sd usb 등등 꼿히는 젠더랑 충전기도 드려요.

직거래 수도권 가능",600000,2024.05.12,서울특별시 강남구 역삼1동,1,https://media.bunjang.co.kr/product/261415687_1_1715517566_w856.jpg,https://m.bunjang.co.kr/products/261415687?original=1&content_owner=81280265,사용감 없음
맥북에어m2 + 애플케어2년8개월,"맥북에어m2 13인치 스페이스그레이 258gb 8g영문자판 풀박스입니다.

올해1월 구매
하자나 기스하나도없습니다.
배터리 효율100%

애플케어플러스 양도 가능합니다.
애플케어플러스 기간 사진에 포함되어있습니다.

충전기 충전선 밖에서 사용한적없어서 깨끗합니다.
애눌x
직거래: 쌍문역",1100000,2024.05.12,서울특별시 도봉구 창제2동,1,https://media.bunjang.co.kr/product/262692449_1_1715379399_w856.jpg,https://m.bunjang.co.kr/products/262692449?original=1&content_owner=4271900,사용감 없음
M2 맥북에어 미드나이트 / 8GB / 256GB 팔아요,"22년 8월 제조 상품입니다

M2 맥북 에어 미드나이트 색상
램 8GB SSD 256GB
사이클 수 20 / 성능 수치 93%

간단한 작업들 하기에 좋고 가벼워서 휴대성도 좋아요
물건 아껴써서 상태도 좋습니다 
풀박스로 있고 최대한 잘 포장해놨습니다

가격이 좀 있다보니 웬만하면 직거래 하고 싶고 택배거래도 가능합니다 직거래는 다이소 망우2호점에서 하고 싶습니다

연락 많이 부탁드려요!",800000,2024.05.19,서울특별시 중랑구 망우본동,1,https://media.bunjang.co.kr/product/263025609_1_1715758380_w856.jpg,https://m.bunjang.co.kr/products/263025609?original=1&content_owner=8072628,사용감 없음
맥북에어 m1 스페이스 그레이 풀박스,"얼마 전에 번장에서 구매한건데 급처분합니다..
사이클수 90 배터리효율 98%
판매자 분이 깨끗하게 쓰셔서 사용감 없습니다
서울 인천 직거래 가능",650000,2024.05.00,인천광역시 부평구 십정1동,1,https://media.bunjang.co.kr/product/262811566_1_1715210532_w856.jpg,https://m.bunjang.co.kr/products/262811566?original=1&content_owner=79348705,사용감 없음
2023 맥북 에어 m2 미드나이트,"작년2월에 애플 공식홈페이지에서 150만원에 사서 
밖에 들고나가지도않고 집에서 웹 서핑만해서 기기는 거의 새거입니다
돈이 급해서 싸게 내놓습니다 5/8일까지 안팔리면 매입으로 넘어갑니다
8C CPU/8C GPU/8GB/256GB 라네요
급처 가격이라 네고는 어럽습니다 풀박스입니다
직거래 환영입니다",790000,2024.05.00,대구광역시 북구 검단동,1,https://media.bunjang.co.kr/product/262245600_1_1715059397_w856.jpg,https://m.bunjang.co.kr/products/262245600?original=1&content_owner=75204709,사용감 없음
맥북 에어 m2 13인치 램 16gb 256gb ssd 실버,"22년11월 구매햇고 효율 94퍼센트 입니다
외관상 문제없고 기기 문제도 없습니다
깨끗히 사용하엿고
케이블만 패브릭이라그런가 조금 사용감있습니다
풀박입니다",1120000,2024.05.19,충청북도 청주시 서원구 성화.개신.죽림동,1,https://media.bunjang.co.kr/product/260232845_1_1715659645_w856.jpg,https://m.bunjang.co.kr/products/260232845?original=1&content_owner=76685002,사용감 적음
맥북에어 m1 RAM 8g 스페이스그레이 256gb,"배터리 효율 92%
사이클 113
인강 들을 때나 학교 과제시에 사용했는데 아무래도 맥os가 적응이 안돼서 보관하다가 판매합니다

사용감은 사진에 최대한 자세히 담아놨습니다
필름 없이 사용하다보니 모니터가 꺼졌을 시 중앙에 키보드 자국이 보이는데 사용시에는 전혀 보이지 않습니다

기능상 문제는 전혀 없으며 걱정되시면 문의없이 번개케어 번개페이로 구매하셔도 괜찮습니다

박스는 없으며 정품 케이블, 30w충전기 함께 드립니다",600000,2024.05.12,서울특별시 성북구 안암동,1,https://media.bunjang.co.kr/product/263008385_1_1715508981_w856.jpg,https://m.bunjang.co.kr/products/263008385?original=1&content_owner=82737137,사용감 적음
맥북에어 13,"M1 / 512GB / 8GB
22년도에 샀으나 사용횟수는 10번도 안됩니다",500000,2024.05.00,-,1,https://media.bunjang.co.kr/product/262008806_1_1714562357_w856.jpg,https://m.bunjang.co.kr/products/262008806?original=1&content_owner=78674730,사용감 적음
2020 맥북에어 13 M1/8GB/256GB 풀박스 A급,"[판매 제품 소개]
모델명 : 2020 맥북 에어 13 M1/8GB/256GB
CPU: M1 8C
GPU: 8C
메모리 (RAM) : 8GB
SSD : 256GB
색상 : 로즈골드
배터리, 사이클 수 : 71 / 정상/ 96%

세부사항: 2022년도 4월 구매, 한영자판, 
애플케어 25년도 4월 27일까지입니다~! 

구성품 : 키스킨 2종, 보호케이스, 맥북 13인치 파우치, 정품 충전기, 케이블, 정품 박스까지 같이 드립니다!


서울,강릉 직거래, 택배거래, 안전결제 
전부 가능합니다~!

문의사항은 번개톡 주세요~!",650000,2024.05.19,강원특별자치도 강릉시 경포동,1,https://media.bunjang.co.kr/product/263333294_1_1715683987_w856.jpg,https://m.bunjang.co.kr/products/263333294?original=1&content_owner=11860781,사용감 없음
"애플 정품 맥북에어, 프로 13인치 정품 가죽 슬리브 미드나이트블루","구매후 집에서만 사용했습니다. 애플 정품 입니다. 지금은 단종되어 구할 수 없는 상품 입니다. 맥북프로, 에어 13인치 가죽슬리브 입니다. 색상은 미드나이트블루 입니다. 배송비는 별도입니다.",80000,2024.05.19,-,1,https://media.bunjang.co.kr/product/263105901_1_1715819159_w856.jpg,https://m.bunjang.co.kr/products/263105901?original=1&content_owner=81757091,사용감 적음
[새상품급] 맥북에어 M2 13인치 고급형 8/10/512 팝니다.,"맥북에어 13인치 미드나이트 색상 판매합니다.
2023년 9월 구매 후 집에서 문서작성 및 영상 시청만 했기 때문에, 외관상 흠집이나 생활감 전혀 없습니다.
보증기간 2024.9로 아직 남아있습니다. 
박스/35W듀얼충전기/충전케이블 전부 다 있는 풀박스로 전달드립니다.
참고로 영문자판입니다. 

M2
RAM : 8GB
GPU : 10 코어
용량 : SSD 512
사이클 수 : 23
배터리 성능 : 98%

전자제품인 만큼 직거래만 진행합니다.

거래 가능 시간 및 장소
평일 오전 10시 ~ 저녁 8:00 : 노원구
평일 저녁 8:00 이후 : 서울내 조율
주말 : 서울내 조율
직장인이라 장소나 시간에 제약이 있는점 죄송합니다.

전자제품 특성상 환불 안되니 신중하게 연락주세요.
네고 불가능합니다.
찔러보기 및 네고 말씀하시는 분은 답변드리지 않습니다.

톡주세요~
감사합니다.",1100000,2024.05.19,-,1,https://media.bunjang.co.kr/product/260382722_1_1715521902_w856.jpg,https://m.bunjang.co.kr/products/260382722?original=1&content_owner=75828555,사용감 없음
맥북에어2020,"맥북에어2020 (인텔맥 입니다)  판매합니다.
중고로 구매하여 사용하다 새로운 맥으로 넘어가려고 판매합니다. 
인텔맥이고 사양은 i5 / 16g / 256g 입니다. 
눈에 띄는 큰 기스나 큰 찍힘은 없지만 사용감 있습니다.
베터리는 충전용량이 낮아져 서비스권장 상태이지만  
문서 작업 등 가벼운 작업은 충전기 없이 3~4시간 이상은 가능합니다. 
사용감과 베터리 상태 감안하여 가격 올립니다.
네고와 다른 상품과 교환 어렵습니다.
번개페이 가능하고 포천 지역 직거래 가능합니다. 
택배는 편의점 택배로 보내드립니다.
단순 변심으로 인한 환불 안됩니다. 
풀박스입니다.",380000,2024.05.00,-,1,https://media.bunjang.co.kr/product/261608314_1_1714562787_w856.jpg,https://m.bunjang.co.kr/products/261608314?original=1&content_owner=80013031,사용감 적음
[새상품급] 맥북 에어 M2 15인치 ssd512 gpu10코어 팝니다,"[새상품급] 맥북 에어 M2 15인치 ssd512 gpu10코어 팝니다

배터리 성능 100% 사이클 2
gpu 10코어, ssd 512기가, ram 8기가
보증기간 ~25.02.05

구성품 전부 있습니다
기스 및 찍힘 없습니다

직거래 택배거래 가능합니다
직거래 장소는 서울대입구역입니다
예약금주시면 당산~선릉(2호선) 이동 가능합니다
택배거래 시 택배비 4천원 추가됩니다",2000,2024.05.19,서울특별시 관악구 행운동,1,https://media.bunjang.co.kr/product/263376627_1_1717057455_w856.jpg,https://m.bunjang.co.kr/products/263376627?original=1&content_owner=80773569,사용감 없음
