title,context,price,upload_date,location,status,imgUrl,url,condition
맥북에어 M1 특S급 16기가 램,"아주 깨끗한 스그 맥북에어 M1

램16기가. 8기가와 차이남

SSD 256

배터리 85%

애플케어 종료.

애플코리아 방문 케이스
벨킨 C TYPE HUB

박스 및 충전기 상태깨끗함 

네고 정중히 거절합니다.

직거래 평택 청북",930000,2024.06.09,경기도 평택시 청북읍,0,https://media.bunjang.co.kr/product/270854074_1_1717934170_w856.jpg,"https://m.bunjang.co.kr/products/270854074?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북 에어 M2 미드나잇 13인치 풀 박스,"이 제품은 맥북 에어 2022년에 출시한 M2칩이 들어간 맥 북 에어 미드 나잇 색상의 제품 입니다. 2024년 4월 17일 에 배송 받고 얼마 사용하지 않았으며 배터리 사이클 수 7회 배터리 성능 100% 입니다. 화면은 13인치 이며, 사양 은 GPU 8코어, 용량 256GB, RAM 8GB 입니다. 찍힘 생활 기스조차 전혀 없으며 케이스와 액정 보호필름을 부 착 하며 사용해서 깔끔합니다. 구성 품목은 맥북 에어, 30W 정품 어뎁터, 맥북용 맥세이프 충전기 (6번 사진참 고), 케이스티파이 맥북 케이스, 맥북 키보드 키 스킨 이렇 게 해서 맥북 상자까지 전부 같이 드립니다.",1150000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270853410_1_1717934047_w856.jpg,"https://m.bunjang.co.kr/products/270853410?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북에어 m1 램 16 스그 풀박,"큰 기스나 찍힘 없고 깨끗히 사용 했습니다
스페이스그레이 램16 ssd 256 
사진에는 없지만 박스 충전기 케이블 전부 있습니다
배터리 사진 참고 부탁드립니다
네고 불가능 하고 직거래 미아사거리역 입니다
택배 노리턴 선입금 조건만 가능 합니다",800000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270853571_1_1717934073_w856.jpg,"https://m.bunjang.co.kr/products/270853571?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북에어 M2 미드나잇 블루 (8G /256GB) 13인치 판매해요,"맥북에어 M2 13인치 미드나잇 블루 판매합니다
구매하고 맥북이랑 저랑 안맞아서 윈도우 노트북으로 구매하기 위해 판매합니다
사진과 같이 제한 보증 6.30일 까지입니다! 
상태, 기스,찍힘, 기능 문제 전혀 없습니다
배터리 사이클수도 12프로 밖에 안됩니다
전자제품이여서 직거래 망포역 선호합니다",980000,2024.06.09,경기도 수원시 영통구 영통2동,0,https://media.bunjang.co.kr/product/270851697_1_1717934224_w856.jpg,"https://m.bunjang.co.kr/products/270851697?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북 에어 M1 512GB,"맥북 에어 M1 13인치    512GB 업글 모델

구성품 : 맥북, 하드케이스, 쿠팡에서산 고속 충전기

영상 편집 해보려고 카메라랑 이것저것 샀었는데
전혀 안해서 판매합니다
배터리 성능 97%

4번째 사진 외관상에 벌어짐이 있습니다
해당부분 꼭 참고 부탁드릴게요
케이스를 끼고다녀서 그외 기스나 하자는 없네요

하드케이스는 2주전에 갈았으나 쿠팡에서 만원정도에 사시고 새거처럼 사용하세요

박스가 없는관계로 웬만하면 직거래를 원하지만
파손면책 동의하에 포장 최대한 해서 보내드릴게요",680000,2024.06.09,경기도 오산시 대원동,0,https://media.bunjang.co.kr/product/270851339_1_1717933835_w856.jpg,"https://m.bunjang.co.kr/products/270851339?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북에어 2017 팝니다,"맥북에어 2017 팝니다
당근에서 구매 후 노트북을 바꾸게되서 재당근합니다
각 모서리 찍힘도 있고, 잔기스도 꽤 있어서 저렴하게 판매하려합니다.

네고 가능합니다. 연락주세요.

싸이클 수 : 396",150000,2024.06.09,-,0,https://media.bunjang.co.kr/product/269641587_1_1717918734_w856.jpg,"https://m.bunjang.co.kr/products/269641587?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 많음
맥북에어 m1 스그 512 + 매직마우스,"- 배터리 효율 : 94   싸이클 : 72

- SSD : 512  램 8

- 본체 + 박스 + 충전선 구성 + 매직마우스 구성

- 미세한 기스 존재 (사진참고)

- 쿨거시 택포, 안전결제 가능",820000,2024.06.09,경상남도 창원시 마산합포구 월영동,0,https://media.bunjang.co.kr/product/262557392_1_1716366927_w856.jpg,"https://m.bunjang.co.kr/products/262557392?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북에어 m1 16g 256g,"상자 충전기 풀세트고 집에서만 사용했습니다.
외관상 미세한 찍힘만 존재합니다 빠르게 팔아봅니다.",780000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270846981_1_1717932947_w856.jpg,"https://m.bunjang.co.kr/products/270846981?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 많음
맥북 에어 m1 (상태최상) 얼룩 잔기스x,"케이스 끼고 사용해서 잔기스 아예 없고 상태 매우 최상입니다 

구매 후 인강 용도로 몇번 사용했고 실사용 얼마 안됩니다 

잘 안쓰게 되어 판매합니다 

충전기랑 같이 드립니다 

환불 교환 x",615000,2024.06.09,충청남도 홍성군 홍성읍,0,https://media.bunjang.co.kr/product/267950565_1_1717933323_w856.jpg,"https://m.bunjang.co.kr/products/267950565?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
Apple 맥북 에어 13 실버 M1 256GB 8GB,"음악 작업하려고 구매했다가 데스크탑을 사용하게 되어 가끔 유튜브 보는 용도로만 사용했습니다!

케이스 껴놔서 기스는 전혀 없고 한번 떨어트려서 왼쪽 아래 모서리만 살짝 까졌습니다 (사진 참고)

사용하는데 전혀 지장 없고 상태 최상급 맥북입니다!
배터리 사양도 100입니다

상자, 부속품 없이 맥북만 판매합니다!",665000,2024.06.09,서울특별시 서초구 잠원동,0,https://media.bunjang.co.kr/product/263396105_1_1715671841_w856.jpg,"https://m.bunjang.co.kr/products/263396105?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북 에어 2020 13인치,"인텔 i3
번개장터에서 구매한 락걸려있던 맥북입니다.
언테더링 제품으로 전원을 껏다켜도 다시 잠기지 않습니다. 다만 초기화 하면 다시 잠깁니다. 초기화로 이 맥북이 잠긴다면 무료로 다시 잠금을 풀어드립니다.

하자는 트랙패드 인식과 왼쪽부분에 클릭이 되나  오른쪽 부분이 클릭이 안됩니다.

잠겨있던 맥북을 우회한 제품이기 때문에 싸게 팝니다.",290000,2024.06.09,인천광역시 동구 송림1동,0,https://media.bunjang.co.kr/product/270844998_1_1717932656_w856.jpg,"https://m.bunjang.co.kr/products/270844998?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 많음
"맥북에어m3미드나이트,",5월21일 쿠팡서구입,1200000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270843145_1_1717932273_w856.jpg,"https://m.bunjang.co.kr/products/270843145?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북에어M1 13인치 16GB/256GB,"맥북에어M1 13인치 16GB/256GB

배터리효율 : 87%

외관보호필름 장착 기스 찍힘없음 액정 양호
풀박스 o충전기선 o
충전기x
하자 : C타입충전 첫번째입구x(사설 전원컨넥터 7만원수리예상 알리는 만원정도)
C타입 두번째꺼는 작동양호",650000,2024.06.09,경기도 파주시 운정2동,0,https://media.bunjang.co.kr/product/270840988_1_1717931977_w856.jpg,"https://m.bunjang.co.kr/products/270840988?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북 에어 13인치 풀박,눈에 띄는 하자는 없는거 같아요 케이스랑 파우치에 넣고 다녓습니다 예민하신분은 구매 안하셨으면 합니다 돈이 급하게 필요해서 칼입금 가능하신분 우선으로 판매합니다 풀박이고 거의 사용 안했어요,750000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270466968_1_1717841909_w856.jpg,"https://m.bunjang.co.kr/products/270466968?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
(95%)맥북에어 m1 16gb 512gb 실버 팝니다,"(95%)맥북에어 m1 16gb 512gb 실버 팝니다

상태는 사진과 같이 좋습니다.
아이패드만 사용하다보니 내놓게 되었습니다.
16에 512입니다

파우치랑 키보드커버도 같이 드립니다.

서울권 직거래 우선,
택배시 반품불가 및 파손동의 하셔야 가능합니다.",1000000,2024.06.09,서울특별시 송파구 잠실7동,0,https://media.bunjang.co.kr/product/270724386_1_1717910096_w856.jpg,"https://m.bunjang.co.kr/products/270724386?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북 에어 2015 11인치,"잘 안써서 팔아요 생활 실기스정도 있고 사이클수는 사진에 있습니다. 딱히 다른 하자는 없어요 
구매시 정품 충전기 같이드려요
택거는 잘 안해요 직거래 금천 석수 구로 근처
직거 하시면 네고 가능!!!",150000,2024.06.09,서울특별시 금천구 시흥제2동,0,https://media.bunjang.co.kr/product/270410734_1_1717919245_w856.jpg,"https://m.bunjang.co.kr/products/270410734?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
애플 맥북 2020에어,"박스 충전기 케이스 포함입니다
케이스는 보테가베네타꺼입니다
박스 훼손도는 심한편입니다..
사이클수 119
소폭상승중이니 참고바랍니다",740000,2024.06.09,경기도 성남시 수정구 신흥1동,0,https://media.bunjang.co.kr/product/261059127_1_1714227692_w856.jpg,"https://m.bunjang.co.kr/products/261059127?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
[미개봉]맥북 에어m3/256gb/8gb,"*안전결제(번개페이)환영*
맥북 에어 m3 13인치 기본형입니다.
용량 256gb/램8gb/어댑터30w
색상은 미드나이트입니다.

택배거래시 완충제 넣어 안전하게 보내드려요.
(안전한 우체국 택배 이용)

직거래는 경북 경산에서 가능합니다. :)


*완전미개봉 상품으로 구매후 환불은 불가합니다.*",1250000,2024.06.09,경상북도 경산시 서부1동,0,https://media.bunjang.co.kr/product/268553049_1_1717679978_w856.jpg,"https://m.bunjang.co.kr/products/268553049?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",새 상품
M1 맥북 에어 실버 기본형,"배터리성능 96프로
모두 잘작동 합니다
좌측 하단에 흠집 있어서 저렴하게 판매 합니다
기본형",649000,2024.06.09,-,0,https://media.bunjang.co.kr/product/269206578_1_1717457144_w856.jpg,"https://m.bunjang.co.kr/products/269206578?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북에어2022 m1 8GB 256GB,"22년 2월 구매 맥북 에어 m1 팝니다 
대학에서 몇번 썼는데 군입대 때문이 팔려고 합니다
배터리 성능 100퍼센트고 거의 안썼습니다 하자 없구요 풀박스 충전기 보유중입니다. 쿨거시 택포요
교환 환불 불가하고 더 이상 가격내림은 없습니다",800000,2024.06.09,-,0,https://media.bunjang.co.kr/product/213920768_1_1712316150_w856.jpg,"https://m.bunjang.co.kr/products/213920768?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
대전) 맥북에어 m1 8g/256g 판매합니다.,"** 박스는 없고 정품 67W 충전기+2m c케이블 같이 드려요.

👉👉 직거래 대전 건강보험공단 동부지사 앞



번개페이 가능 / 택배비 포함

택배거래시 파손면책 동의하신걸로 하고 보내드립니다.



깨짐은 없고 눈에 띄는 기스는 사진으로 찍었습니다.

키보드 부분 보시면 사용감 있습니다.

기능은 문제없습니다.


구매 후 환불x",580000,2024.06.09,대전광역시 동구 삼성동,0,https://media.bunjang.co.kr/product/269772067_1_1717931345_w856.jpg,"https://m.bunjang.co.kr/products/269772067?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 많음
맥북 에어 13인치 m2 미드나이트 256gb,"기본형 모델
사이클 14회로 매우 적은 사용
100% 배터리 용량",1000000,2024.06.09,광주광역시 남구 송암동,0,https://media.bunjang.co.kr/product/270538292_1_1717849580_w856.jpg,"https://m.bunjang.co.kr/products/270538292?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북에어 13인치 m2칩 16램 512기가,"작년 5월말 구매. 
보증기간 2026년5월
스페이스 그레이 색상
맥북에어 13인치 m2칩 16램 512기가 입니다.
별로 사용하지 않아서 제품 상태 최상입니다.
배터리 성능치 100%

구성품들:               애플마우스2+마우스패드+맥북거치대+노트북가방 
전부 드립니다. 
직거래만 하겟습니다.
쿨거래하실분만 연락바랍니다.",1400000,2024.06.09,충청남도 천안시 서북구 성거읍,0,https://media.bunjang.co.kr/product/270819743_1_1717928504_w856.jpg,"https://m.bunjang.co.kr/products/270819743?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
애플 2024 맥북에어 15 MRYM3KH/A 미개봉판매,"애플 2024 맥북에어 15 MRYM3KH/A  미개봉판매 
서울경기직거래원합니다",1590000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270674121_1_1717899904_w856.jpg,"https://m.bunjang.co.kr/products/270674121?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",새 상품
맥북 에어 15 M3 8코어 8GB 256GB 스그 미개봉 판매,"쿠팡 선물받은 제품 정가보다 싸게 올려요.
서울시 구로구 항동서 직거래합니다.",1500000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270823808_1_1717928611_w856.jpg,"https://m.bunjang.co.kr/products/270823808?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",새 상품
맥북에어 M2 13인치 기본형 풀박스,"작년에 쿠팡에서 구매했습니다. 
리퍼만료 / 배터리 94% / 사이클 23 
메모리 8 / 용량 256 / 스그색상
액정, 전 후면, 테두리 기스 없습니다. 
모든 기능 이상 없습니다. 
박스, 충전기, 본체 구성입니다. 

역곡역 직거래 가능합니다. 
네고문의, 찔러보기, 교환문의 바로 차단합니다.",900000,2024.06.09,경기도 부천시 역곡2동,0,https://media.bunjang.co.kr/product/270222140_1_1717931046_w856.jpg,"https://m.bunjang.co.kr/products/270222140?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
배터리100 상태최상 맥북에어m1 13인치 실버 256/8GB,"선물 받았는데 정말 사용을 안했어요(윈도우 메인 노트북이 있어서) 케이스 안에 넣어놓고 꺼낸 기억이 10번도 안되는거같네요… 사진 찍다가 보니 특정 부분에 잔기스가 조금 보이네요(후레쉬 터트리고 찍은거라 더 자세히 보입니다) 전체적으로는 정말 상태 좋으니 참고해주세요 

구성 : 박스, 충전기어댑터(케이블선은 분실했어요), usb허브(인터넷에서 구매한 제품입니다), 홈플래닛저소음마우스(필요하시다면 드리고 아니면 제가 쓸게요)

사이클수 22 
성능 100%

구매 후 환불 불가
직거래(서울 광진구, 은평구, 중구 가능)",740000,2024.06.09,서울특별시 중구 약수동,0,https://media.bunjang.co.kr/product/270824608_1_1717928768_w856.jpg,"https://m.bunjang.co.kr/products/270824608?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북에어 1세대 13인치 키스킨,"새상품 키스킨
쿠팡에사 9900원에 구매했어요 
기종을  잘못시켜서 
저렴하게 판매합니다.

일반 택배  6,000원
반값 택배시 4,500원",4500,2024.06.09,광주광역시 남구 봉선1동,0,https://media.bunjang.co.kr/product/239038960_1_1706265258_w856.jpg,"https://m.bunjang.co.kr/products/239038960?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",새 상품
맥북에어2020 m1,"쿠팡서 1129000원주고  
2021년11월에구입

256기가 8기가램

사놓고 윈도우 노트북사용해서  총플레이타임 10시간미만입니다.",690000,2024.06.09,-,0,https://media.bunjang.co.kr/product/267718992_1_1717930619_w856.jpg,"https://m.bunjang.co.kr/products/267718992?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북 에어 m1 512,"맥북에어 m1 512g 8g 제품 입니다.
배터리성능 사진과 같이 정말 좋구요.
박스,충전 어뎁터등 풀 구성입니다.
사놓고 군 입대를 거의 바로 해서 컨디션 매우 좋습니다
직거래는 경강선역 곤지암,초월,경기광주,
삼동,이매,판교 부근에서 합니다!
원하시면 초기화후 로직프로 깔아드려요!",800000,2024.06.09,경기도 광주시 곤지암읍,0,https://media.bunjang.co.kr/product/268900052_1_1717356613_w856.jpg,"https://m.bunjang.co.kr/products/268900052?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
ssd 2개일괄 킹스톤256기가 맥북에어용128기가,"두개일괄 작동정상품 입니다
계좌거래 합니다!  2.5만원 택배착불5천원
네고문의 사절
톡은 자주못보니 문자문의주세요
(***-****-****)
사진을 참고해 주세요",25000,2024.06.09,-,0,https://media.bunjang.co.kr/product/270527239_1_1717847732_w856.jpg,"https://m.bunjang.co.kr/products/270527239?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
"맥북에어 M1 ,16g ram, 256g ssd, 애플케어 남음","맥북에어 m1 , 16g, 256g, 스그.
집에서만 사용하여 찍힘, 기스 전혀 없습니다.
새거같은 상태입니다.
액정 보호필름 붙어있습니다.
트랙패드 보호 필름 붙어있습니다.
키보드 헤이맨 커버 씌어있습니다.
박스, 충전기, 케이블까지 풀박스 입니다.
임시로 쓰실만한 새거 케이스까지 드리겠습니다.
애플케어 25년 7월까지 남아있습니다.
22년 5월제조, 베터리 성능 88%
엊그제 여의도 애플가서 성능검사 다 받았고 
기기 이상있는곳 없다고 진단받고 왔습니다.

초기화 시켜두어서 바로 판매 가능합니다.",820000,2024.06.09,인천광역시 서구 가정2동,0,https://media.bunjang.co.kr/product/270419383_1_1717891888_w856.jpg,"https://m.bunjang.co.kr/products/270419383?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북에어 m2 256G,"배터리 성능 100
사이클 수 152
박스 충전기 있습니다
상태 좋아용 급처합니다",850000,2024.06.09,경기도 용인시 수지구 죽전3동,0,https://media.bunjang.co.kr/product/270806634_1_1717925187_w856.jpg,"https://m.bunjang.co.kr/products/270806634?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
m1맥북에어 8G/256g ssd,"21년구매 깨끗합니다

하남시 미사중학교 앞",590000,2024.06.09,-,0,https://media.bunjang.co.kr/product/268120219_1_1717671236_w856.jpg,"https://m.bunjang.co.kr/products/268120219?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
(s급)맥북 에어 m1 마지막 할인,"2021년식 맥북에어 m1  판매합니다
인강용으로 썼는데 태블릿으로 듣게 돼서 판매해요
256GB
기스X
찍힘X
상태 좋아요
풀박입니다
사진에 나온 거치대+마우스 다 드려요

구매하겠다 해놓고 읽씹하시는분들이 대부분입니다 제발 구매하실분들만 채팅주세요",750000,2024.06.09,경기도 오산시 세마동,0,https://media.bunjang.co.kr/product/255298363_1_1717418582_w856.jpg,"https://m.bunjang.co.kr/products/255298363?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북에어 M2 기본형 AppleCare+,"배터리 사이클:35
배터리 효율 100%
생활기스 없습니다
하드케이스 항시 끼고 다녔습니다
풀박스, 하드케이스 같이 드립니다
애케플 보증기간 2025년
Ram:8
258GB
35W 듀얼 플러그 옵션",1390000,2024.06.09,서울특별시 강남구 일원2동,0,https://media.bunjang.co.kr/product/261598046_1_1717926869_w856.jpg,"https://m.bunjang.co.kr/products/261598046?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
작동ㅇ) 맥북 에어 A1369 2010년,"작동 됩니다

구성 : 배터리충전기 + 노트북 

택배 도중 파손은 책임지지 않습니다",100000,2024.06.09,서울특별시 서초구 반포3동,0,https://media.bunjang.co.kr/product/262109528_1_1716260684_w856.jpg,"https://m.bunjang.co.kr/products/262109528?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 많음
맥북에어 m1 13인치 신품급 배터리100%,"구매: 2021년 3월
배터리: 성능최대치 100% 사이클16
사양: M1/8GB/256GB 
집에서 동영상보는 용으로만 사용하다가
그마저도 잘 사용을 하지 않아 판매합니다
지금 사용하지 않고 박스에 보관중입니다
뒤로가기 키캡 버튼이 살짝 뻑뻑한데 먼지가 낀거같습니다 정상작동 잘됩니다 상태 최상입니다
 
구성품은 박스 ,충전기, 케이블 풀구성입니다
우체국택배가능",750000,2024.06.09,강원특별자치도 춘천시 신동면,0,https://media.bunjang.co.kr/product/265168454_1_1716763546_w856.jpg,"https://m.bunjang.co.kr/products/265168454?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
(미개봉)맥북에어 15인치m3 512GB SSD,"Apple 맥북 에어 15 M3 칩 • M3 8코어 • 512GB SSD

미개봉 입니다
스페이스그레이 
8코어 512기가 2024년제품입니다
200만원 넘어요 !",1700000,2024.06.09,세종특별자치시 아름동,0,https://media.bunjang.co.kr/product/270741876_1_1717924389_w856.jpg,"https://m.bunjang.co.kr/products/270741876?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",새 상품
"인강용, 업무용 맥북 에어","CPU : Core 2 Duo 1.86 CPU 
램 : 2기가
그래픽 : 외장그래픽 Nvidis 320M
하드 : Apple 초고속  128SSD 
디스플레이 : 11인치 
벡라이트 키보드

초경량이고 고사양이어서 어느 용도에도 
적합합니다^^

부산 정관신도시에서 직거래 및 타지역 택배
가능합니다",150000,2024.06.09,부산광역시 기장군 정관읍,0,https://media.bunjang.co.kr/product/161880740_1_1697942879_w856.jpg,"https://m.bunjang.co.kr/products/161880740?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",중고
맥북 에어 M2 13.6형 스페이스 그레이 미개봉 팝니다.,"애플 맥북 에어 M2 8코어 CPU 8코어 GPU
13.6형 스페이스 그레이 새제품 미개봉 팔아요.

노트북 파우치 그레이 색깔도 같이 드립니다.


발산역 직거래가능

택배가능
120만원 입니다!!",1200000,2024.06.09,서울특별시 강서구 발산제1동,0,https://media.bunjang.co.kr/product/260773773_1_1716811985_w856.jpg,"https://m.bunjang.co.kr/products/260773773?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",새 상품
맥북에어m2 13인치 s급 애플케어26년까지,"맥북에어m2 13인치 256 8 기본형 판매합니다
상태 깨긋하고
애플케어 26년까지 있어서 매우 좋아요 
배터리 성능 100  사이클 23 
거의 새거급 입니다

네고 교환 죄송합니다
번개페이 가능해요 (번개케어는 안합니다)
예약가능합니다 (예약금 있어요)",1100000,2024.06.09,-,0,https://media.bunjang.co.kr/product/268979170_1_1717388976_w856.jpg,"https://m.bunjang.co.kr/products/268979170?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북에어 M1 13인치 / 16GB / 스그,"M1 (성능, 효율 각4코어)
256GB
16GB
배터리 사이클 55

애플케어 25년 7월 26일까지

직거래 선호
네고 차단",850000,2024.06.09,서울특별시 강서구 화곡제2동,0,https://media.bunjang.co.kr/product/270815618_1_1717926986_w856.jpg,"https://m.bunjang.co.kr/products/270815618?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
맥북 에어 M2 13인치 미드나잇 8G 256GB 급처,"구로디지털단지역 서울 직거래
네고는 어렵구 85만원 입니다

1년반전쯤구입했어요 보증은만료에요
배터리 93%
사진에 보이는 자잘한 기스들빼고는 깔끔합니다
8GB메모리  256GB 저장용량 기본형이에요
13인치 미드나이트색상이구요
박스만 없고 충전기랑 파우치 서비스로 같이드립니다",850000,2024.06.09,서울특별시 구로구 구로제3동,0,https://media.bunjang.co.kr/product/270806034_1_1717925060_w856.jpg,"https://m.bunjang.co.kr/products/270806034?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 적음
맥북 에어 M1 16/256 스페이스 그레이 풀박스,"M1 맥북 에어 램 16기가 모델입니다.

외관도 깔끔하고, 가벼워서 갖고다니기도 좋습니다.

하자 없습니다.",790000,2024.06.09,경기도 용인시 처인구 삼가동,0,https://media.bunjang.co.kr/product/270800552_1_1717934482_w856.jpg,"https://m.bunjang.co.kr/products/270800552?q=%EB%A7%A5%EB%B6%81%EC%97%90%EC%96%B4&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
",사용감 없음
